,screen_name,text,tweet_id,cluster_pred
216,TheDailyGeeky,#Emmys #2016: #Only Amy #Schumer #Could #Deliver #This #Response on the red ... - https://t.co/VIT3luD0sL https://t.co/qqhs8QEmp2,777714883836121089,0
217,terceraviamx,"El apunte: El triunfo de Rami Malek en los #Emmys marca el fin de ""Los Hombres Complicados"" https://t.co/9BvHL6txwB https://t.co/dlXfsUs5c9",777714884691709952,0
218,LaVniaM,PODER DEFINE https://t.co/7wSazntFSp,777714885404856320,0
219,IsaiahDooper11,#Emmys,777714888206495744,1
220,floppyhairkilly,YES ADINA SLAY IT https://t.co/pvyFF2aYRh,777714889070641152,0
221,trixianadine,DESERVE!!! https://t.co/UOU6m349Au,777714890068729856,0
222,LWCLOSET,"#JimmyKimmel's #Emmys 2016 Monologue
 https://t.co/R05kcXfXN1",777714890194554881,0
223,QwerhvdDergytg,"ate
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/h6IiSwSnX6",777714889892691968,0
224,HulaZen,"#BringBernieBack
TELL DNC 202-863-8000
ONLY @BernieSanders BEATS TRUMP
#DNCleak #Emmys 
Hillary Clinton 4 Prison https://t.co/COPC1fZXOl",777714889875857408,0
225,kwdwqd1,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-qa1

 #اروع_ما_تراه_عينك #متصدر_لاني_اتحادي #Emmys #الله_لو_ #كرايم_ستوري https://t.co/pCjwnxth4v",777714890790273025,0
226,rainnbowflame,No vi los #Emmys pero tengo una explicación: PSICOLOGIA SE LLEVÓ MI FIN DE SEMANA.,777714891872428032,0
227,majose_DR,😍😍 https://t.co/gyGNtpKf6Z,777714891620814848,0
228,leopi_loki,"에미상 2016 톰 히들스턴 (3)
#Emmys2016 #Emmys #TomHiddleston #TheNightManager https://t.co/utMIzSOcA1",777714890299482112,1
229,mortopool,olha a carinha dela ela ta tão feliz aaaaaaaaaaaa https://t.co/3l1jBI9UsC,777714893076230144,0
230,LebbosBarbara,"Jimmy Kimmel wins prize as cheeky, easygoing #Emmys host. An AP Review by tvfrazier. https://t.co/dxzjYfTJgX",777714894141612040,1
231,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/2FJVREmf1t,777714896335175681,0
232,stefi18,Also #SarahPaulson and #RamiMalek are sooooo deserving of their awards. Brilliant actors #Emmys,777714896691531777,0
233,DwyerTarantino,Really didn't appreciate the comparison of the lack of Asian films compared to Italian American films. You did have to single us out #Emmys,777714897299779584,1
234,_Chico94,Same John Oliver. Same. https://t.co/j4wcFjT2bK,777714897673134080,0
235,LebbosBarbara,'Game of Thrones' passes 'Frasier' as most honored prime-time TV series ever at #Emmys; 'Veep' top comedy. https://t.co/lEUAWYdlLV,777714898218475520,1
236,Rateel8_8,"listen to amazing song
⁦https://t.co/EmAFwAuklY
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714899094994944,1
237,iyAvich7,"#Emmys
وين يبيعون مثل هذي ؟ https://t.co/H9ZVQxfpii",777714897979342848,1
238,ohitsjxtza,Obviously THE BEST. https://t.co/wYrkZSlMs2,777714898914545664,0
239,raquelplima38,"""Por favor digam que estão vendo o mesmo que eu?"" #Emmys https://t.co/3u30saV8yf",777714898235191296,0
240,Detikpolitic,detikcom: Penjagaan Emmy Awards 2016 Diperketat Pasca Ledakan di New York #Emmys https://t.co/2XXl6DjNXN via deti… https://t.co/U0IzcGZhgy,777714899090829312,1
241,_malak79,"listen to amazing song
⁦https://t.co/nKau5RBDi1
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714899652866049,1
242,99fairouz,"listen to amazing song
⁦https://t.co/YO1cEKw3XO
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900042997760,1
243,iAmALEJANDRO69,Congrats #GameofThrones for winning Best Drama Series! #Emmys2016 #Emmys,777714900491571201,1
244,cdwrggdd,"z03
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/5qz1WBGqCQ",777714899074121728,0
245,8nagham8,"listen to amazing song
⁦https://t.co/99CwQUiShH
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900546293760,1
246,894reem2,"listen to amazing song
⁦https://t.co/awwWUm9ZfF
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900793712640,1
247,7nahid001,"listen to amazing song
⁦https://t.co/u6h21zLN38
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901200539648,1
248,77wasayf,"listen to amazing song
⁦https://t.co/njiFcnWJBe
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901573861376,1
249,6abrar1_,"listen to amazing song
⁦https://t.co/Cs7l0Ek14v
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901972357121,1
250,dracaryspreto_,não acredito que o cast de game of thrones inventou as foto com #Emmys https://t.co/PPGsUsdXXO,777714901976489986,1
251,673ab1_,"listen to amazing song
⁦https://t.co/YEaYCukUh7
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714902433665024,1
252,5marwa15,"listen to amazing song
⁦https://t.co/TdShfxBqSR
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714902735675392,1
253,58rah18,"listen to amazing song
⁦https://t.co/FZB6dd1TOV
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714903108943872,1
254,jiaeruIt,racist homophobic women haters deserve to rot in hell 👊👊 https://t.co/rlAlGimxMo,777714903322800129,0
255,mounrol,😍👌🏻✨👗 #lovlydress #fashiondays #Emmys2016 https://t.co/zGclyOP2ea,777714903733809153,0
256,dizzyspell,Boohoo. The technical feats Grease: Live accomplished were truly TV magic. https://t.co/CWLSL09gVY,777714903616397312,0
257,CdsrggcFdeggfd,"dy2
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/V9HOFapb9P",777714904111407104,0
258,volvoshine,You feel vindicated when all the shows you watch earn #Emmys #Emmys2016 #MrRobot #PeoplevsOJSimpson #SarahPaulson,777714905768001536,0
259,FMeatball,WHOOPWHOOP !!! AND PREACH Racism !! https://t.co/pbL0CFx1GY,777714905742872577,1
260,OriBlkEnforcr1,Congrats to St. Louis native Sterling K. Brown #thepeoplevojsimpson #emmys https://t.co/xkhzp4uNPB,777714907349291010,0
261,bknubian,@LouieAnderson Congrats on your much DESERVED #Emmys win for #Baskets. 👏🏾🏆🎭,777714907642986496,1
262,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/yxIY6oHXwr,777714908674846722,0
263,CdsrggcFdeggfd,"izk
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/RlVM1jMYii",777714908561571840,0
264,cuevass27,Jaja https://t.co/sBU7vOO2Al,777714910885126145,1
265,shelxvesme,look at my beautiful father at the #Emmys tonight 😍 https://t.co/XcDvOsW5oi,777714910654410753,0
266,NoahBennet3,👻👻💀#Emmys #TheAmericans #SheRules #strobe #Lights #nyc #DarkMatter  MORE &gt;&gt; https://t.co/NSKeoWeVcD,777714911623479300,0
267,yvp3ribb22,"عرب فلورز ارخص سيرفر بيع متابعين
https://t.co/V8CF3bOuSA
*
*7

 #اروع_ما_تراه_عينك #متصدر_لاني_اتحادي #Emmys #الله_لو_ #وزع_وظايف_للمغردين",777714912911056896,0
268,gfffgvcds1,"sr5
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/An1PGJ6VKo",777714913435353088,0
269,MendDuarte,Deusaa https://t.co/TAXNPvKvpI,777714915473780736,0
270,FaisalAlhilalii,اكييييددد https://t.co/VvKEpdM38J,777714916614602752,1
271,Bcastillo40,The sad part is this shit show will be on the news tomorrow and we have to see the recaps of this garbage.  #Emmys,777714918502043648,0
272,gfffgvcds1,"hc1
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/usGambmUxm",777714917877178368,0
273,TaniaPeyton,Whoohoo!!! RT @TelevisionAcad: 📷 #Emmys winner for Outstanding Television Movie: Sherlock: The Abominable Bride! https://t.co/Rn558KyBum,777714918854369280,1
274,meghanmsull,Seriously. Why are they so cute and perfect. I can't get enough. https://t.co/k5QMNfmGkF,777714919747624960,1
275,confidellie,mais que merecido #Emmys https://t.co/E7dHYDDt2A,777714919110221824,0
276,todgecrain,THR: #Emmys Backstage: azizansari! https://t.co/v9WALROjRG #followme,777714920792154116,0
277,rhythmnation,Frasier was previously top honoured series ever. Who knew?! ... Amazing!! It was truly awful !! #Emmys https://t.co/enyESWF8vB,777714920796237824,0
278,heatherjay68,"Oh, why, @netflix did u cancel this gorgeous specimen. Please bring him back. https://t.co/FOZ57K5aK8",777714920775233536,0
279,gd12knw,#Emmys https://t.co/5Tc5wnNyBG,777714921354174465,1
280,DonKeehotey,"@JuddApatow #Emmys Saw Alan Yang on Emmys. For someone who starred on ""Mr. Ed"" in the 60s, he looked great. Should have come on with ""Ed.""",777714922511749120,1
281,jake_steepleton,Me when Game of Thrones won everything #Emmys https://t.co/VthSCCXkSe,777714921815638016,1
282,monster_sjag,@MsSarahPaulson I love you!! You really deserve that #Emmys  You´re a Godess! #Emmys2016,777714922906017793,1
283,TheAdamsCorner,HUGE CONGRATS to @GameOfThrones cast &amp; crew for BREAKING the 12-year record as winner of THE MOST #Emmys in HISTORY! https://t.co/MLmva8hB6G,777714923522490370,1
284,gfsrhhgdsw,"e2c
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_ https://t.co/VXuhLExUhs",777714922255945728,0
285,selenasregui,FUCK YES FINALLY https://t.co/czaH30GeF5,777714924210520064,0
286,todgecrain,"THR: #Emmys: JimmyKimmel closes show with ""hit 'em with the Hein"" Howard Stern inside joke https://t.co/KTcHE4ORjs …",777714924248297472,0
287,NomedigasVerito,Estoy insatisfecha con los #EMMYS porque Peter Dinklage no ganó el premio a mejor actor de reparto 😢,777714925028405248,0
288,OnTheRedCarpet,"Kerry Washington, Natasha Lyonne, 5-yr-old Jeremy Maguire rock capes on #Emmys red carpet https://t.co/ZRfCqUaMXw https://t.co/O9U55wetu0",777714924474601472,1
289,DressUpFash,"InStyle: Pregnant KerryWashington and TonyGoldwyn have a ""situation"" onstage at the #Emmys: https://t.co/Zhvyfon4c0",777714925494042624,0
290,yuttanct,detikcom: Penjagaan Emmy Awards 2016 Diperketat Pasca Ledakan di New York #Emmys https://t.co/ZUx5WGDNDw via deti… https://t.co/H9jUhNl6w6,777714925624000512,1
291,wlfalice,imagination nyo lang din itong si romi malik https://t.co/cQxN0m9zhu,777714925888212992,0
292,Mitt_Ano,congrats @iamjohnoliver  #Emmys,777714926454312960,1
293,gfsrhhgdsw,"kmp
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_ https://t.co/DvMcZWpq1r",777714926240555008,0
294,hamid_saeed1,"If b breakup or stop being friend your  secret r still my secret,I will stick to my words regardless.#Emmys #word 
#اروع_ما_تراه_عينك",777714927184277504,0
295,rustambaranov1,"166
#الله_لو_
#اجمل_مرحله_دراسيه_بحياتك
#Emmys https://t.co/cWYfKnQDqc",777714925934346240,0
296,TheDustiestBook,Kate. Sarah. 😮😮😮🙌😭 #Emmys,777714927968538624,1
297,hmedeal3qele1,The #emmys wasn't always named that—the academy first considered naming the Emmy statuette an “Ike”,777714928748638208,0
298,SPLaws,love that freakin' show! @OrphanBlack https://t.co/Ihq8AjAXl9,777714928413134848,0
299,R0ller_Chloster,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/H07V4ArTJm,777714930392760320,1
300,RafRegardless,I'm screaming https://t.co/uANoRORnby,777714930518724608,0
301,renancosta071,#Emmys Pprt foda,777714931651207168,1
302,todgecrain,THR: RT chrissgardner: Gorgeous walk inside Gov Ball #Emmys https://t.co/sLucLtKPmi #followme,777714932666232832,0
303,KarmenGlori4,Esta ves si se lo merece. La 6ta temporada por lejos la mejor hasta el momento 👏 https://t.co/91yLUXCljT,777714932594905088,0
304,fdghvdsaw,"mga
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/XzO3jW85J0",777714932049645569,0
305,Justakemeaway,These. Kids. Are. EVERYTHING. https://t.co/gITrzxaG2Z,777714933198950400,0
306,Emucratic,How did they snub The Americans?? Is Game of Thrones even an American show? #Emmys,777714934155055104,1
307,mogulmediaLLC,Black Women 💙 #emmys https://t.co/3uDsDk0eCo,777714934021025792,1
308,Normality77,نمت بالغلط وش صار😂 #Emmys,777714934406848512,1
309,fdghvdsaw,"k2p
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/mpbqbC43aS",777714934541148160,0
310,todgecrain,THR: RT Snoodit: The #Veep gang. #Emmys https://t.co/DpY4DhMeqI #followme,777714935715471360,0
311,TelemundoFansM,@GameOfThrones es La Mejor Serie de Drama en los #Emmys #Emmys2016  https://t.co/ET4fxCI7gA,777714936688418816,0
312,SageOfEden,@crissyp812 https://t.co/L6I4TgUvB7,777714936805859328,0
313,_RebeccaMattosL,essa merece um emmy pra cada personagem que faz https://t.co/HFsKK6eCri,777714939444199424,0
314,NYCBroadwayBaby,Best part of the Emmy show... https://t.co/SsgIiv8AzS,777714938903162884,0
315,JulieOfcharsky,Tracee Ellis Ross looks FLAWLESS #Emmys,777714939376959489,1
316,PrestonIgwe,Pregnant and glowing. That's what a good relationship with a Nigerian man will do to you 😎 lol https://t.co/dN3eYPIyUe,777714940085796864,0
317,enews,"Hollywood's best feud ever continues. Fancy seeing you at the #Emmys, Matt Damon: https://t.co/6iKYWgtcUc https://t.co/6cHcFoNj0q",777714939490398208,0
318,j_s_l,Trump will certainly take to Twitter tomorrow doing what he does best: play the victim (2 Emmy jokes).  NO Fallon fawning from Kimmel #Emmys,777714941134446592,0
319,mersonjr,"Gente do céu, olha esse vextido! https://t.co/hfZ5vRs1Dh",777714940102733824,1
320,HulaZen,"#BringBernieBack
TELL DNC 202-863-8000
ONLY @BernieSanders BEATS TRUMP
#DNCleak #Emmys 
Hillary Clinton 4 Prison https://t.co/JQe9JsELKj",777714940694048768,0
321,andosalado,Resumen de los #Emmys XD #GOT Mejor Serie Dramática y con éste galardón se lleva a casa 12… https://t.co/a0HePqlKjN,777714942266970113,0
322,msamysteele,very cool @netflix #SheRules https://t.co/vJsUP578SI,777714942283776001,0
323,PunamKadam,Stunning! https://t.co/QHMBqwIFeo,777714943089008642,0
324,Kacymocha,Damn!!!! #sheDidThat  https://t.co/qFXFQPGcUx,777714942510325764,0
325,dvhgdbjk,"h8s
#الولايات_المتحده_الامريكيه
#عادل_الجهني_vs_سسراج_ن
#انخفاض_اسعار_المركبات
#Emmys
#السعوديه_سنه_فخر_وعز https://t.co/lH1NghJtzc",777714943328149504,0
326,NadiaNeophytou,History-making night for Game of Thrones https://t.co/JcHVslMQCX #Emmys,777714944146038784,1
327,LetyRossado,Por algo somos harto fanses! @Ammbulante https://t.co/jcKFX9uLBo,777714944544428032,0
328,elleRK17,YAAAAAASSSS!!! CONGRATS @tatianamaslany!!!! #EmmyWin #Emmys #CloneClub @OrphanBlack,777714944817045505,1
329,sashaanaa,SO CUTE https://t.co/vFN6QrKa19,777714946943643648,1
330,no1here,#Emmys - awarding television shows that aren't on network television.,777714947321061376,1
331,JulieAnnBird,Good night #Emmys #EmmyForMaslany https://t.co/QrGIJVKZpK,777714946905866240,0
332,NoticieroArg,"Negro, metalizados y nude, las tendencias en la alfombra roja de los Emmys https://t.co/LSFytMamwP #Emmys https://t.co/yqYf61Ghr3",777714947849588737,0
333,huiamarama,YASSS 🙏🏼 https://t.co/UBiI8wAyzX,777714949162315776,0
334,grammar_girl,"Wait, so The Americans DIDN'T win all the #Emmys? How is that even possible?",777714949070225408,1
335,MauricioDavilaF,"Viendo los #Emmys , me doy cuenta que hace mucho que no veo series, perdidísimo 😒",777714949799960576,0
336,grrhjnvss,"zw1
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_
#وزع_وظايف_للمغردين https://t.co/T8t00jf3A0",777714948759838721,0
337,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/rGrrn2HqAo,777714950697525248,0
338,hypedmarty,🐐 https://t.co/zIzS284agI,777714951259435008,1
339,DonEsQue,"GOT already won highest no of #Emmys, still fetching https://t.co/VeZWKXYa3L",777714952823971840,1
340,_herrm,Black don't crack 🔥🔥🔥🔥 https://t.co/RpTGi4j8wD,777714953335738368,1
341,madisonmontgo19,just finished watching stranger things and I recommend it x10000 https://t.co/QRbJeifZbM,777714953583206400,1
342,TamaraJeanette,😍 https://t.co/RGKZUBzxOL,777714954623447040,0
343,im_ricenberg,#GameofThrones remains the best show in TV right now. Congrats with the #Emmys,777714955445342208,1
344,grrhjnvss,"78c
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_
#وزع_وظايف_للمغردين https://t.co/YMOSezHsfR",777714954589892608,0
345,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/HwCh5Gq5pJ,777714955105734656,0
346,RobertJagdeo,So Priyanka Chopra made my year she topped the #Oscar look at the #Emmys what a stunning woman @priyankachopra https://t.co/wpnsddYkOB,777714955420246016,0
347,RedScotty,"@IMKristenBell 1st, love your talent and sincerely fab personality. Role model, esp for a mama. 2nd, I'm *obsessed* with that gown. #Emmys",777714956053516289,0
348,ferreiragui,Justin Theroux nem nomeado foi. piada do ano. #Emmys,777714956448006144,1
349,bigNbadchex,The best part(s) of tonight's  #Emmys? Kate McKinnon winning and the real Olivia and Fitz presenting together. https://t.co/qXumJVBdUI,777714954807943172,1
350,MajestykRay,Amplement mérité. J'suis pas fan d'Orphan Black mais faut avouer que sa performance est assez malade. https://t.co/d3vU7UAzTE,777714957018357760,0
351,TrendsHispano,"⒈ #Emmys
⒉ #18DeSeguirChilenos
⒊ #SinónimosDeCurao
⒋ #MQLTVenUCV2
⒌ Tatiana Maslany

2016/9/19 00:29 CLST #trndnl https://t.co/outPd3avuM",777714957928595457,1
352,people,#Emmys 2016: #GoT wins Outstanding Drama Series https://t.co/xlOYTHQWm8 https://t.co/d2fA18sMoG,777714957735583745,1
353,ChristianVSmith,Acting teachers everywhere claim to have been apart of their journeys! #Emmys,777714958339629060,1
354,SneakyOstrich69,"Wonderful acceptance speech from Patton Oswalt. Heartfelt, honest and to the point. More of that please. #Emmys",777714959123943425,1
355,JamieJibs,"THE coolest, and most talented kids on the planet! https://t.co/meLoGdTPdg",777714958813376512,0
356,THE90210er,@Zachherrick03 https://t.co/HCcGc5D4BY,777714958809399296,1
357,kianamartenique,@TherealTaraji 💅 yes. #Emmys https://t.co/ZaVT3UIhR9,777714956527689728,0
358,marcie_taylor1,@TeriPolo1 @SherriSaum1 Gorgeous!!! 😍😍😍 #Emmys @TheFostersTV representin'!,777714960050688001,0
359,the_girl_crowd,Yay! 👏👏 https://t.co/vCHg4EpdcA,777714962235924480,0
360,wtpetrsn,"@lufayelu Award shows are over three hours long and contain only five minutes of entertainment, they're a giant circlejerk #Emmys",777714962403774464,0
361,Ahmad__94,عممممكككممم https://t.co/uaIG0SRn93,777714962877845504,1
362,JessieVargas51,great #Emmys,777714963351674882,1
363,ebonyadega,Olivia Pope has NO weakness...#foreverslaying https://t.co/FoigRCHa3s,777714963842498560,0
364,Regulator27,"I would think so - a true method actor, always in character which is why he's a damn good actors #Emmys https://t.co/bxVw0lhMtf",777714964437938176,0
365,mdjperez,#Emmys #vote https://t.co/T5DRBFkRZH,777714964890918912,0
366,AyyChrispayy,Tbh the #Emmys are painfully boring... #sorrynotsorry,777714964945514497,0
367,TahrirLive,".""@Art1Book Tatiana Maslany 󾌧󾌧󾌧❤️❤️❤️
#Emmys https://t.co/hdqxSGjzH0"" https://t.co/uF934FL8fC",777714965411094529,1
368,Imtiaz_Knowles,Everyone's excited for this year's #emmys,777714965683855360,1
369,shraddha95,Yes yes yes yes yes !!!!!!!! https://t.co/03Ezdsjlhx,777714966614859776,0
370,OpressaoEmSerie,Premiação que não tem o Stephen Amell como melhor ator e a talentosíssima Emily Bett como melhor atriz pode ser levada a sério???  #Emmys,777714967608856579,1
371,JauntyLavish,"I think the #NutrishDog was dressed to impress at the #Emmys
https://t.co/iGDfGv2EZU",777714967701131265,1
372,945thebuzz,.@amyschumer's #1 accessory at the #Emmys? A tampon. Watch here: https://t.co/GuRIabR2mh https://t.co/g9wRXXdTbk,777714967336198144,0
373,Trm8T,"I am so proud and honored to share my name with such a talented person, huge congrats @tatianamaslany ! ❤
@OrphanBlack #Emmys #CloneClub",777714969467056129,1
374,peytonscots,"""i didnt think that i was gonna win at all""  https://t.co/iR0kN4WlOT",777714970196836352,0
375,teresajoyp,Rock and roll! @GameOfThrones #Emmys https://t.co/DI4iuUNWHA,777714971400470528,1
376,TumbZizu,#GameOfThrones #Emmys. https://t.co/EwYhkXsD7T,777714970104631297,1
377,thewonderwheel,Will @azizansari ever give his #Emmys acceptance speech? https://t.co/95sSAdp7WO,777714971471785984,0
378,xbhishek,"i like how shes like ""shush baby shush"" lmaoo https://t.co/B7zaVEI8Hz",777714973107589120,0
379,JARosenberg12,I have never watched an episode... https://t.co/yCbVkakCDD,777714973430517760,0
380,sleepyasiangirl,why'd they choose jimmy kimmel as the #Emmys host? he makes fun of people to make his jokes 99% of the time 😒,777714975389339648,0
381,MAngelo505,The Viking's coach thanked Amanda Peet for the win #GBvsMIN #Emmys,777714975708110849,0
382,jng_me,MANO QUE ISSO CARA QUE ISSO KKKKKKKKKKKKKKKKK https://t.co/o8RXE9xOfN,777714976542822400,0
383,sammiboy9660,@Lesdoggg loved you on the Emmys #protectmytwitter #Emmys #urbeautiful,777714977486495744,1
384,_supimpa,ELA FALANDO QUE A GENTE OBRIGADA OS AMIGOS A ASSISTEM SIM EU OBRIGO MT EU FIZ ATE UMA MÚSICA ETC https://t.co/POviggsV6o,777714977801117696,0
385,SeanMilligan85,All this talk at the #Emmys about recognizing transgender talent and Alexis Arquette is left out of the in memoriam.,777714978652581888,1
386,otto_d9el,"I think the #NutrishDog was dressed to impress at the #Emmys
https://t.co/xSVaghMcSn",777714980191735808,1
387,keithmay,Tina Fey's face after that Bill Cosby joke at the #Emmys says it all https://t.co/HHyWFgkC5i via @HuffPostEnt,777714981693366273,0
388,walterdonovanSS,There's a lot of weird mystery meat non-White people on here. *shudders* #Emmys,777714982028992512,0
389,AndrewOHazard,Tina Fey's Face After That Bill Cosby Joke At The Emmys Says It All. @HuffingtonPost #Emmys  https://t.co/ceNo9ThJgw,777714981752049664,0
390,fifthlhama,"o porra TATIANA MASLANY MINHA RAINHA EU TE AMO TU MERECE MINHA CASA MINHA VIDA MEU PAÍS TUDO É FODA  
#Emmys",777714982775644160,0
391,TriFateGaming,The Harambe Horror Game! | Minds Eyes https://t.co/19H7CjBRwX via @YouTube #SKOL #Emmys #Harambe #RipHarambe #Horror #Gaming,777714983266246658,0
392,tracysestili,Congrats to @tatianamaslany! Long overdue!! #Emmys #Emmys2016,777714984667099136,1
393,elpimariano,Best quote at the #Emmys - @jimmykimmel: Transparent was born a drama but identifies as a comedy.,777714984969129984,1
394,alanroboto,kkkkkkkkk https://t.co/RZfoh0g4oN,777714985682268161,0
395,SemCoringa,Não acredito que Game of Thrones inventou o #Emmys,777714987489976320,1
396,wally_bautista,OMG! FINALLY!! @tatianamaslany you deserve it. acting lvl 💯 https://t.co/7C17xI8ghG,777714987343032320,0
397,CynthiaAlonzo2,My kids 😭 https://t.co/Gq1QW4TWfz,777714987900907521,0
398,AGChapman,About bloody time!!! So happy with @MsSarahPaulson's win! Oh my god. #Emmys,777714988727144449,1
399,rcktwit,#Emmys. Don't these actors memorize lines for a living??  What's with the winners reading off their notes?,777714990086098945,0
400,TheFashionCourt,Nikki Glaser wore a #JOVANI black beaded fringe skirt to the #Emmys. #Emmys2016 https://t.co/pQ5Yjc9xxq,777714989247307780,1
401,bezy_bby,Congrats to @CourtneyBVance for winning the #Emmys for Best Actor in a Limited Series or Television Movie.,777714991004868608,1
402,eduardissimo,taraj p viola davis e tatiana maslany na mesma categoria devia se a primera vez q o evento premiasse as 3 duma vez so #Emmys,777714992237993984,1
403,menes3s,golin é muito fofinnnnn kkkkkkkkkkkkkkkk https://t.co/MHyo2GzzTy,777714991776628736,0
404,OlivierBarasch,#Emmys,777714993752109056,1
405,patricia_gomes,Hoje o #Emmys rendeu! 😂 Valeu pela companhia galera o/ https://t.co/IekZWsxVtA,777714995408859136,0
406,Flavitobogado,Es lo más. https://t.co/DvbTuBiDT9,777714996046430208,0
407,bestoframimalek,here's the full speech guys! thanks @larrysfuneral for the heads up https://t.co/D7g9QZbFrC,777714996184748032,0
408,Xlaluxi,"PARABÉNS MEU AMOR, AGORA PODE ENVIAR UM TROFÉU PRA CADA CLONE QUE AQUI É TALENTO MEU AMOR!!!!! https://t.co/y6T9w6TSiQ",777714997128552448,0
409,rbenrique,Emilia and Kit... ❤️❤️❤️ https://t.co/RLIDGO1ovo,777714997363302400,1
410,woodelenina,nesse ela arrasou mesmo https://t.co/fh641LUxZI,777714999234031617,0
411,askKirbyCarroll,Lemonade lost to Grease Live? Wow. #Emmys,777715000119009280,1
412,anagab,Bien Tatiana Maslany gran papel en Orphan Black. #Emmys,777715000332787712,0
413,trishasev,😍😍😍 https://t.co/P7N35UA7jR,777715000022446080,0
414,Loun_R,"Et le palmarès des #Emmys, c'est aussi sur @Cosmopolitan_fr https://t.co/5DXNBppjDz",777715000379072512,0
415,NUVKYintheCUT,and theres nothing you can do about it  https://t.co/24WCpV9Hyj,777715001599467520,0
416,toptennaija,#kerrywashington got the #perfect #emmys #selfie with #kitharington! #cool https://t.co/qyInbjvtOY,777715002602029056,1
417,JustinKey101,"Congrats to my cousin, @KeeganMKey! #Emmys https://t.co/mJ1H0DDtl6",777715003524689921,1
418,UTScott,Says the guy who watches the bachelor religiously https://t.co/qbTw0YhXgo,777715004237754368,0
419,Areopolis,Matt #Damon Confronts Jimmy Kimmel After #Emmys Loss https://t.co/vcQQQPxKRE,777715009027764225,1
420,Coper_88,Actors and Actresses winners of Emmy #Emmys https://t.co/vXiglo2vJR,777715008838959104,0
421,QueenB_doc,"🙄😑 #juststop RT @THR: #Emmys: ""I got the hottest chick in the game wearing my chain"" explained https://t.co/CwHOD4CoNR",777715010927783936,1
422,EntHubNow,Game of Thrones now has the most #Emmys out of any show to ever exist ever #GOT https://t.co/js0wQcFoev,777715012420984832,1
423,Diego_Seb1,Quien más se está perdiendo los #Emmys????,777715013398237184,0
424,religionVEVO,AAAAA como eu amo essa voz robótica da bbc america https://t.co/wK2oL232px,777715014115418112,0
