,geo,screen_name,text,tweet_id,cluster_pred
255,,tomasmaito,"Obvio que quería que gane Master of None, pero era fija que ganaba Veep #Emmys",777701846400008192,1
256,,patyhillo21,Solo seré que veré Mr.Robot 🌚❤ #Emmys,777701846924136448,0
257,,Pattygrew,Tatiana Maslany and Rami Malek!!! 🙌🙌 #Emmys,777701846861307904,1
258,,diogo_melo,Veep é de longe a melhor comédia da atualidade!! #Emmys,777701846743932928,1
259,,hatgurrl,Guys this has been a beautiful journey I can't believe they let me choose every single winner I I was in an #Emmys pool I'd be a millionaire,777701847184224259,0
260,,LanaWinterzz,Amy Schumer and her date gives me hope that ugly girls do get hot boyfriends. #Emmys,777701846999629824,0
261,,vroldemort,"Modern Family tem que ganhar pelo amor de Deus 
#Emmys",777701847029182465,1
262,,maram_sofie,Watch the #Algerian #Star #AnisBourahla #First #Music #VideoClip #Andalucia🎧🔥🎵📺🌇✨💎https://t.co/xcmWVln48G #اللي_مانعني_من_الانحراف #Emmys,777701846840467456,0
263,,juliacunningham,WAIT. Where did the hottie sitting next to Kevin Spacey go?! #Emmys #FindHim,777701846756519936,0
264,,FarhadAHS,I should probably watch VEEP #Emmys,777701847138197504,1
265,,Belos2sombrinha,Ver o Kevin Spacey sentado do lado da Robin Wright da até medo  #Emmys,777701850095165444,0
266,,brigidblack,"Oh sure, cut out the clips of the Best Drama Actress nominees so Larry David has more time to rant and ramble. #Emmys",777701850011279360,0
267,,zakiyah4life18,They had to write an article explaining this tho?? #Emmys https://t.co/R4S9tEa5LF,777701850158030848,0
268,,Sebascanette,Veep #Emmys #mejorcomedia,777701850216824832,1
269,,chargerschick21,"although i have such mixed feelings about the #Veep finale, i still love my #Veep! #Emmys",777701850296352768,1
270,,Rafinha_RegalOQ,"VEM NI MIM, PORRAAAAAAAA. SESTRA ❤ #EmmyForMaslany #Emmys #Emmys2016  https://t.co/a6JwZddzB3",777701850304942082,0
271,,hannah_bean02,Julia Louis-Dreyfuss just fell. Poor child. #Emmys,777701850355294209,0
272,,TuHoraHappy,"Veep, gana por segundo año consecutivo la categoría de Mejor Comedia. #Emmys",777701850724179968,0
273,,newromanhtics,I'm tired of seeing Veep win every fucking year since 1902 #Emmys https://t.co/Am4xcTcpoX,777701849520599041,1
274,,lauriecrosswell,"Right now the #Emmys are Marvel, &amp; the Oscars are DC.",777701850451742721,0
275,,SourceMandy,#favorite RT @vulture: Outstanding Comedy Series goes to @VeepHBO. #Emmys,777701850250416128,1
276,,bensIie,disappointing tbh https://t.co/iNYCd0XrNh,777701850141171712,0
277,,sad108,"Ах да, ещё комедия и тут #Veep стандартно. #Emmys",777701850577563648,1
278,,vampirerocks15,Congratulations @tatianamaslany on your #Emmys win #EmmyForMaslany @OrphanBlack 😍👏🏻👏🏻🙌🏻 https://t.co/jf6wXLDZex,777701849503715329,0
279,,danielsemtwiter,"Also: Kiefer Sutherland consegue salvar o mundo em 24h, mas não consegue pronunciar Tatiana Maslany #nãotempreço #Emmys",777701850774634496,0
280,,skellogg17,"Tony Hale just acted like a true Gary, picking up JLD on the stairs... #emmys",777701850892017664,0
281,,rob_core,"Y el ganador del #Emmys a Mejor Serie de Comedia... Al Fondo Hay Sitio! Perdón, otra pesadilla.",777701851093434368,0
282,,marykevanb,WAHOO @VeepHBO !!! @OfficialJLD #Emmys #ImWithHer,777701851097538560,0
283,,duboff,i had given up on tatiana ever winning! incredible incredible. amazing when these award shows get it right. #emmys https://t.co/mQh53gzRDS,777701850384510976,0
284,,Elle_Lo,They took a good three second to pick JLD off the floor tho 👀 #Emmys,777701851114319872,0
285,,yehidk,👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽 fuck yeahhhhh! https://t.co/6tjFdYEdA3,777701850862592000,0
286,,gabbilevy,TATIANA!!!! #Emmys,777701853677117440,1
287,,_t3sa,LMAO https://t.co/dOIYGZKTw2,777701854226427904,0
288,,mexicoxsegundo,"El_Universal_Mx: RT Univ_espect: Mejor Actor de Reparto en Serie de Drama: Ben Mendelsohn ""Bloodline""  #Emmys",777701854285271040,0
289,,BarstoolTrent,Get Jerry up there! I don't care that he's not on Veep! Get Jerry up there! #Emmys,777701854704578560,1
290,,AudubonCA,Liking the bird dress. https://t.co/uO52y3FKmo,777701854591356928,0
291,,CKNW,The award for Outstanding Comedy Series goes to Veep. The series received a total of 16 nominations this year. #Emmys,777701854780149761,1
292,,SinnamonS,Veep won Over #SiliconValley ????? Basura!!! #Emmys,777701854654435334,1
293,,kundunbr,"Rami Malek's speech accepting the Emmy Award: 'Please tell me you're seeing this, too.' 

Priceless! 😏

#MrRobot @ItsRamiMalek #Emmys",777701853802991616,1
294,,_bpolar_,Ma quindi devo recuperare Veep? È ciò che mi state dicendo? #Emmys,777701854608297984,1
295,,marchonne,"Caiu, caiu. Deu uma caida #Emmys",777701855044468736,0
296,,HolllyHughes,I’m rooting for #SiliconValley to win ‘Outstanding Comedy Series’ at the 2016 #Emmys. Place your vote with @OSN. https://t.co/hUfG1kxMpY,777701854079746048,1
297,,FearlessRiOT,Is Veep really as good as the #Emmys say it is?,777701855287611395,1
298,,alyciadcrz,❤️ https://t.co/BM6XAYAOL8,777701855115767808,0
299,,yezzusx,"OLHA ISSO, UMA FRASE VOCÊ FICA ARREPIADO MANO IMAGINA DUAS TEMPORADAS  https://t.co/vN05cdbrlu",777701855103184900,0
300,,librarian_kate,And then Veep wins again. Everybody drink! #EMMYS,777701855291904000,1
301,,avengerizada,eita caiu kkk #Emmys,777701855094792192,1
302,,PoisonedNPoised,Annnd she fell😂 #Emmys,777701858416537600,0
303,,mathmais_,"ah gente, tava torcendo pra UKS :( #EMMYS",777701858467012609,0
304,,drakcaryz,Euuuu!!!! https://t.co/yTDNGwlkdI,777701858999664641,0
305,,GildsonGoes,Hahahahahahahaha https://t.co/eMrlp1nwax,777701859238739969,0
306,,GracingTheWorld,Next year's #Emmys are gonna be LIT.,777701859746258949,1
307,,bilinguer,EU TE AMO https://t.co/tyqg5cizzM,777701859737870336,0
308,,SFCelebWatch,@helloross whatcha gonna be drinkin' during #eafterparty tonight? #emmys #emmy #eonline #eredcarpet,777701860207497216,0
309,,JustJustino,You alright girl @OfficialJLD?? #Emmys,777701858941014016,0
310,,gomesdudis,"veep novamente, barbada essa #Emmys",777701860396396544,1
311,,AnaBGK,"Modern Family caiu pq as crianças cresceram e a Vergara ficou loira na serie
#emmys",777701860455186432,1
312,,rafaelazanetti_,AGORA FOI VEEP QUE DIA QUE ISSO #Emmys,777701860480286721,1
313,,PetrinaRigby,"""RT giphy: When ItsRamiMalek's name was announced. #Emmys https://t.co/FcPPr75jcD""",777701860354424832,0
314,,filhodevader,"WOW Veep levou, achava q ia dar modern family #Emmys #EmmyNaWarner",777701861092655104,1
315,,PintsNCupcakes,"I had to give up on MR Robot as a show, but Malek's performance is amazing. https://t.co/hLPQJU2NdA",777701862657040384,0
316,,Liabmuniz,Na sequencia melhor serie drama!! #Emmys,777701862648778752,1
317,,wittysend,Yesssss https://t.co/uH0X9K7esP,777701862950576128,0
318,,AnabellaPoland,#Emmys Mejor Comedia: @VeepHBO - segundo Emmy consecutivo para la serie. @exprimidores,777701862686486528,0
319,,katysurvivors,Opa miga já ia caindo em  #Emmys,777701862883614722,0
320,,lalorensanchez,Estamos abriendo la champańa. Voy a despertar a Martín. #VEEP #Emmys #TeAmoSelina,777701863642714112,0
321,,gwennyjohn,Veep. Well deserved winner. #Emmys,777701863730745344,1
322,,Petnnissreal,Momentos!! https://t.co/10lWO66RcF,777701863277862913,0
323,,LRM_Exclusive,#Veep wins Emmy for Outstanding Comedy Series #Emmys,777701863336665088,1
324,,Geaano,amo essa cena do finale da segunda ❤❤❤ https://t.co/IqruQBgbAe,777701862875209728,0
325,,AlisonAlampi,GOD BLESS US!!! https://t.co/vclDpzt0s2,777701863554777088,0
326,,OrlandoJPNeto,Bem que poderia ter uma ceninha especial e engraçada do #CloneClub pro #Emmys,777701866801094658,0
327,,gbachrodt,Ive seen 1 episode of #Veep and it's the funniest thing i've ever seen #Emmys,777701866662727680,1
328,,1936andreska,When Ross met Eleven at the #Emmys. https://t.co/ImhWywNmFY by @vine via @c0nvey,777701866851430400,0
329,,harleqvinn,THIS IS SO CUTE https://t.co/UX9XX890u6,777701866989817856,0
330,,ErinMorelli,YAYYYYY #VEEP! #Emmys,777701867287609344,1
331,,ifjanes,"""Caiu caiu"" KKKKKKKK #Emmys",777701867191164928,1
332,,NoManhattan,La ultima serie que mire fue Kung Fu.no entiendo nada de los #Emmys,777701867149295616,0
333,,PrettySinnerxo,What is vada sultenfuss wearing? #Emmys,777701867124056069,0
334,,LuxOnLine2016,.ConstanceZimmer's freshly shorn bob and blunt bangs are everything: https://t.co/t5v8bLCnaD #Emmys https://t.co/tknuqq4BgF,777701866826268673,0
335,,PetrinaRigby,"""Us to our friends when our crush walks into the room #Emmys https://t.co/1XYKkurvmM""",777701866910130180,0
336,,raypaulick,"Thanks, Sam. This way I can keep up with #Emmys fashion and watch Vikings crush Green Bay cheese heads.@jayemesssam",777701867203604482,0
337,,Garebear__11,"I'm kind of sick of Veep winning again and again, but I don't blame them. It's still fantastic as ever. #Emmys",777701867644002304,1
338,,gabirobot,Eu adoro modern family mas acho muito merecido para veep #Emmys #EmmyNaWarner,777701867849678848,1
339,,karlakelvia,"Ela ganhou e o Rami tb, Kaisa, eu tô me tremendo todinha https://t.co/kxJzESIDvA",777701870873772034,0
340,,tha_df,EU TÔ SÓ A HELENA NESSE MOMENTO. #Emmys https://t.co/foC17iTYAx,777701870462697472,0
341,,koalanoob,"Finalmente a Sarah Paulson ganhou um Emmy.
#Emmys",777701871238643712,0
342,,floorlaudonia,No está ganando ninguno de mis favoritos en los #Emmys qué vida de mierda.,777701871486136322,0
343,,stevesbyers,LITERALLY ME  https://t.co/0WhPTFtHuU,777701871486054400,0
344,,andykuchen,Glad Veep won because its so damn hilarious. The one about Selina's mother was... wow. #Emmys,777701871523885056,1
345,,KlLOKAE,he looks like a white version of you. lol @chancetherapper https://t.co/18nYKtwmXY,777701871247093762,0
346,,Ma_llii,فاااااز 😭😭😭😭❤❤❤❤❤ https://t.co/A4VBpMeKZp,777701871578443777,0
347,,AboutFamilyFit,.@mamatude has school library experience! #EmmysPRP #Emmys,777701871238651904,0
348,,iJessWall,#Emmys Agarrrenlaaaaa,777701872215830528,0
349,,K_Gregz,The #Emmys make me salty and I probably shouldn't watch them. #TheAmericans should have all the Emmys by now &amp; where's #TheLeftovers??,777701872224251904,1
350,,luisanachicco,"Rami Malek ganador, lo mejor de los #Emmys",777701872169869312,0
351,,mariaedof,FUCK YESSSSSSSSS #EmmyForMaslany #Emmys https://t.co/dzp5OCpDEh,777701873440657408,0
352,,luannem7,Mas gente cadê Shadowhunters ? #Emmys,777701875315568640,1
353,,Mrohnoes,And I bet Game of Thrones will take Outstanding Drama Series. #Emmys,777701875252539392,1
354,,Duhits_miyah,@worshipmavannah i didnt know u were in KidzBop https://t.co/Kba20KmFnj,777701875197947904,0
355,,LaloGonzalezM,"En su quinta temporada, VEEP triunfó en los #Emmys como Mejor Serie de Comedia... MODERN FAMILY de nuevo quedó relegada...",777701875118317569,0
356,,SongulPinarBalc,Tabiki https://t.co/gOtZK1Vop7,777701875525230592,0
357,,VictorSequeira1,*descarga la primera temporada* https://t.co/nvyuUNMngY,777701875089018880,0
358,,erharder,I love Anna Chumskly but her stylist should be shot #Emmys,777701875474960385,0
359,,HalleyBorderCol,"The award 🏆 for dat ass tho and being woke AF goes to @hrtablaze 😎

#Emmys https://t.co/pftdhlR79T",777701874300514304,0
360,,WomensFash365,ManRepeller: They know nothing. #Emmys https://t.co/ul8wFAKuZe,777701875898515456,0
361,,TebbuttMaeve,Okay #Emmys cmon lets get to best Drama so I can go to bed,777701876049514496,1
362,,Ashleylud1980,VEEP! Such a deserving show #Emmys,777701879723720704,1
363,,ewigg,Always happy for #Veep. #Emmys,777701879413350400,1
364,,1027KIISFM,.@whoismrrobot's @ItsRamiMalek takes home Best Actor In A Drama at the #Emmys !! https://t.co/jA2RDR0xUo,777701878792466432,0
365,,brujavolto,"sabia que Veep ia ganhar, enfim
NÃO CONSIGO PARAR DE GRITAR
TATIANA E RAMI SENHOOOOOOOOOOOR #Emmys",777701879732199425,1
366,,deliriousguy,"Not surprisingly, Veep repeats for Best Comedy Series. Lots of great competition this year too. #Emmys",777701879669100545,1
367,,holly_holl,What the actual fuck is Anna Chlumsky wearing. #Emmys,777701879853625344,0
368,,xbiscaynebaex,she should have cast an actual trans woman tho but whatever https://t.co/O6MIKNZDVC,777701879711141888,0
369,,dayann3dias,Veep aaaaaaahhh #Emmys,777701879107162112,1
370,,bolivar,Plop https://t.co/1kPuGFEG2X,777701879996297216,0
371,,liamdelatorr,Entendi a referencia 👍🏽😹 https://t.co/72O8La0RRu,777701879920922624,0
372,,cordova627,I see my boo @CharissaT bringing her A game to the #Emmys 🔥🔥,777701879686033408,0
373,,MattOMalley,.@VeepHBO deserves this win. Stream it if you haven't seen it and thank me later. #Emmys,777701879971209216,1
374,,wanferreira,"Deu uma caída mesmo, mas Veep ainda é muito boa #Emmys",777701879870529536,1
375,,xMareike,Very Selina Meyer of Julia Louis-Dreyfus to fall on her way to the podium #Emmys,777701880499535872,0
376,,naedyonne,A thread ✊👊 https://t.co/EXC0vjliGi,777701879715209217,0
377,,EW,Tatiana Maslany wins her first Emmy for #OrphanBlack: https://t.co/aSlNq9xlrl #Emmys https://t.co/E6gWmbBaU7,777701879635640320,0
378,,TdoSerialismo,Caiu a mocinha agora sim tá tudo certo nas premiações posso até dormir agora #Emmys #EmmyNaWarner,777701883536351232,0
379,,infatuations_,ROBO A KIMMY SCHMIDT😣😣😣 https://t.co/vIPrk2N7DI,777701883418910720,0
380,,n0namae,Outstanding Director for a Limited Series! #Emmys https://t.co/Pv5Afj2yLB,777701882697388033,1
381,,A_Writer_Guy,.@KimmySchmidt is getting hosed. #Emmys,777701883724992514,1
382,,ccamiladear,#Emmys https://t.co/WSSg3sAyma,777701882865278976,0
383,,Hasoosi_,YAS SESTRA! 😍 https://t.co/IV2xDxuUdd,777701883699929088,0
384,,Manal_Manzoor,HiddleChopra 😂😂😂 its cute lol https://t.co/71dw3hoPs4,777701883981037568,0
385,,gracetemporelle,Why did the noms for best actor in a drama get extended scenes showing their skill but best actress noms didn't? Seriously? #Emmys,777701884584787968,0
386,,Bad_Beyhavior,Outraged is an understatement tbh 🔥 https://t.co/zKptxnvm4H,777701884282834944,0
387,,charlesherman15,"evu
#من_منطلق_خبرتي_بالحياه
#Emmys
#متصدر_لاني_اتحادي https://t.co/jq7FpgTI1W",777701883410522112,1
388,,JanieFierce,This season of Veep was iconic. #Emmys,777701884568150016,1
389,,AbbyMenjivar,Mejor serie de comedia: VEEP #Emmys 😍😍😍 lo merecen mil!! 👏,777701884605845504,1
390,,nosensecabello,MUITO BOA NOITE #Emmys https://t.co/orkzymja2e,777701883406344192,0
391,,TheBlackSwan54,"#Emmys
Great to see Hollywoods phoniest fraud @TherealTaraji not win, AGAIN. There is an awards God, and he isn't black bitch. 👸🏿😢😢😢",777701884446453760,0
392,,lepevieira,"As duas melhores temporadas de Veep vencendo, amo. #emmys",777701884656230400,1
393,,gamofphoto,"Game of Thrones got robbed for acting this year, WHY!? #Emmys",777701885147025408,1
394,,JarrettHill,This was a DIFFICULT category. Congrats to Veep for Outstanding Comedy Series. #Emmys,777701888166813697,1
395,,VenkaylaHaynes,This lady fell up the stairs 😂 #Emmys,777701887978180608,0
396,,madracco,#emmys Miglior serie comica: Veep https://t.co/hMckZ3ydgE,777701887034425345,1
397,,emein5,VEEP!!!!!!! #emmys https://t.co/nKbfHwM169,777701887097376773,1
398,,katita_katemary,VIP! Adorei #Emmys,777701888158556161,0
399,,itsjessica_f,"Tatiana interpreta eu, vc, o mundo td e até o #Emmys",777701888401768449,0
400,,PetrinaRigby,"""#StrangerThings kids perform adorable rendition of 'Uptown Funk' during #Emmys preshow https://t.co/Cn9kDFjBlo https://t.co/wouUVcCLUF""",777701888066281476,0
401,,YLCantrell,Yay!! https://t.co/RNGoOHMdLb,777701888644919296,0
402,,M00nThund3r,So happy @tatianamaslany won!!! So very deserved! #Emmys #OrphanBlack,777701888695406592,0
403,,iancpacheco,\o/ https://t.co/J7mhHnz350,777701888229867520,0
404,,NerdCoreMOV,"VEEP wins best comedy series as Larry David hands over the award to Julia Louis-Dreyfus. #Seinfeld reunion!
#Emmys 
https://t.co/HZM2aosMSB",777701891874525184,1
405,,silvermoone,Matt Damon on the #Emmys was fantastic... haha... them apples. Good Will Hunting forever!,777701892193476608,0
406,,sdamackay,"Not watching #Emmys, but @tatianamaslany and Rami Malek win lead actress and actor? Oh, dang! Best news I've heard all week in a lousy week",777701892013039617,0
407,,ChadDarnell,I have loved every single #Emmys win. And I'm not even drunk. Amazing night!!,777701892243722240,0
408,,nihikineko2,@BlackishWriters @black_ishABC you are still my favorite! #Emmys,777701891820036097,0
409,,elizabex,This woman finally gets her due! #Emmys #CloneClub #Tatiana https://t.co/4Dn1l9WP1w,777701891174125568,0
410,,jesesmith,So happy for both Rami and Tatiana!!! #Emmys https://t.co/Uj2BNuueHx,777701891689951232,0
411,,danymunz,Con la emocion de Tatiana Maslany se me olvido que los #emmys continuaban #EmmySeriepolis,777701892566740993,0
412,,Thats_Normal,VEEP fires on so many cylinders I have to watch several times to hear all the jokes. BOOM BOOM BOOM.#Emmys,777701892130480128,1
413,,Jaimepatoav,"Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll!
https://t.co/HTBMiMNkfh",777701891891421184,0
414,,_someonelovesu,😹😹 https://t.co/cbcHsgXD1k,777701892721938432,0
415,,16Ana,It's 5am here. Tatiana Maslany won so now I can finally go to sleep. #Emmys #EmmyForMaslany,777701893023920129,1
416,,mdiazz,YAAAAAAAAAAS 🙌🏽🙌🏽🙌🏽👌🏽🎉💜💚💙❤️💘 https://t.co/RSIutj7eg0,777701893485174788,0
417,,ZakiyaJamal,The #Emmys always makes me realize how many shows I don't watch. I don't have time for this much television. Do less.,777701896060534785,0
418,,leduardo_lima,"""Caiu, caiu, deu uma caída"" melhor comentário da noite hahahahaha @erico_borgo #emmys",777701895980871680,0
419,,MangoMonkeyBoy,"Rami Malek &amp; Tatiana Maslany won Lead Actor/Actress Drama series! Great actors, great sci-fi shows! #Emmys https://t.co/GkEx1UDcQG",777701895154442244,1
420,,MatManz,Well-deserved. #Veep had it's funniest season to date.  #Emmys,777701896593170432,1
421,,rennierythmhand,#Emmys #ThumbleMumbleStumble,777701896555524096,0
422,,Pedro_Barros15,Mas queria q Moderna Family ganhasse #emmys,777701896542912513,1
423,,MartinaMaa,"Da 2 anni dicendo che la Maslany doveva vincere qualcosa, Toh che mi vince l'emmy per miglior attrice protagonista! #Emmys #Rai4 #Immensa",777701896987574272,0
424,,TifannyMdnt_,Please be fast I'm tired it's nearly 5am here #Emmys,777701897201385472,0
425,,TheJayCon,I love Veep but come onnnn #Emmys,777701897348247552,1
426,,odetxpilots,I'm so so so happy for her! #EmmyForMaslany #Emmys,777701897302118400,1
427,,annafmiranda,"Meu melhor companheiro de #Emmys, @abelrct, amo você! 💜",777701897453047808,0
428,,Mnbrcinema,#Emmys https://t.co/45msGB7J5f,777701896656158720,0
429,,MarkMatlock,"Watching the @TheEmmys old school on my 27"" tube tv. #Emmys #fb https://t.co/cSufoISeMo",777701894500130816,0
430,,HippieDeity,Before the chaos!! #Emmys https://t.co/16ivZif1xI,777701899109699584,0
431,,thisismydesignn,REID SCOTT'S FACE IS ON MY SCREEN THOUGH SO THAT'S GOOD (and he just hugged Chris Addison hahah goodbye) #Emmys,777701900191932416,0
432,,8BStu,"Congrats to the QUEEN Sarah Paulson, I'm so happy and proud of you #Emmys2016 #Emmys https://t.co/PR36IzPDCy",777701898946306048,0
433,,snowavox,Tatiana Maslany ganhou e nois tá tudo morto com farofa #Emmys,777701900544249857,0
434,,jupabelmok,"Eu amo a série, mas a temporada passada de MF foi bem fraca. Não merecia ter sido indicada. #emmys",777701900498178048,0
435,,LoBoogie,"Anna Chulumsky, wearing a comforter that used to be on a bed at my grandma's house.. #Emmys",777701899805995008,0
436,,Tammi_inCO,"The #InMemoriam joke from Kimmel, yes, I get it, it's a joke, it was still tasteless. #Emmys",777701900498132992,0
437,,MTVAUSTRALIA,Best Comedy is #VEEP. #emmys. https://t.co/0OY3rqnH66,777701900409905152,1
438,,metromontreal,La série Veep de HBO remporte le Emmy de la meilleure comédie #Emmys,777701900774932480,0
439,,hastalavistaok,Veep se lleva el premio a mejor serie de comedia y Julia Louis-Dreyfus se vuelve a subir al escenario  #Emmys https://t.co/fU5OagDz8g,777701899776720896,0
440,,untappus,Veep is just the best. #Emmys https://t.co/pLsU5hXPX6,777701900217159680,1
441,,DiexX_Cunha,Prêmio de Melhor Série de Comédia vai para Veep #Emmys,777701900653326336,1
442,,meliscetin,"Veep gercekten cok komik bir dizi, Best Comedy ve Best Actress odullerini dev hak etti #Emmys",777701900871491584,1
443,,martespochoclo,Dance Biotches! https://t.co/vfw1bhlt1o,777701900682682368,0
444,,bananas4eva,Yaaas!  #Veep is so good. #Emmys,777701901089538049,1
445,,michaelidato,Veep. Brilliant show. A truly deserved win. #emmys,777701901525590017,1
446,,MrArtVan,LARRY DAVID MELHOR SER HUMANO DE TODOS OS TEMPOS! https://t.co/3MlsQlG99C,777701901366398976,0
447,,TBellistic,"Not watching the #Emmys , but checked trending and HOLY CRAP!!!
Congrats @tatianamaslany, ABOUT DAMN TIME!!!",777701903979249664,0
448,,battleshipbush,YOURE DAMN RIGHT https://t.co/Q0IrLvp2rI,777701904319148032,0
449,,TVKel,At least it wasn't Modern Family again. #Emmys,777701904570802177,1
450,,htgawmaddict__,Me right now as I flip the channel 🙄😂 https://t.co/pCnhOQxam4,777701904453361664,0
451,,orphanbeth,MOZÕES https://t.co/sFE6v4Nkz3,777701904424038400,0
452,,scottmeiz,"Wow wow. I wanted a surprise #blackish win there, but go Team #Veep! Show consistently makes my stomach muscles hurt in laughter! #Emmys",777701904423854082,0
453,,zubete,JULIA SE HA TROPEZADO SUBIENDO LAS ESCALERAS QUÉ MAJA POR FAVOR #Emmys,777701904818241538,0
454,,taicarente,Queria assistir ao #Emmys mas eu nem curto tanto essas séries modinha.,777701904554070018,0
455,,PAGEawards,"#Emmys: ""Veep"" wins best comedy series.

#screenwriting #writingfortv",777701904302223360,1
456,,britt_duke,I'm mostly just glad it's not modern family anymore. #Emmys,777701904629411840,0
457,,BayShoreIsHome,No Statement on Terror Attacks by Obama Even as He Speaks at New York City Fundraiser Sunday Night.#Emmys @CNN  https://t.co/3ATTmMjlfg,777701904973492224,0
458,,GonzalezMaulen,PUCHA MODERN FAMILY  &lt;/3 #Emmys,777701905480945664,0
459,,BitchFlicks,Veep wins Outstanding Comedy Series #Emmys,777701905023823872,1
460,,CamiiM,When @tatianamaslany won #Emmys https://t.co/6xXOXghhP5,777701905699106817,0
461,,thaessnm,agora que a Tatiana Maslany ganhou só falta darem o da Eva Green #Emmys,777701905816485888,0
462,,Katiecon7,FINALLY!! 👏🏻👏🏻👏🏻👏🏻 https://t.co/zYE1cfWZe8,777701905866821632,0
463,,lyssa_ex,I literally love @OfficialJLD #emmys,777701905439068160,0
464,,pfvrlouise,bates motel é a própria injustiça https://t.co/uiLH53CosR,777701908660285440,0
465,,alykeves,What is Vada Sultenfuss wearing? #Emmys,777701908798640128,0
466,,someecards,VEEP wins for best comedy! #Emmys https://t.co/t83jseIXq0,777701907389374464,1
467,,FerPafri,Finally!!!!!! 🙌🏼🙌🏼🙌🏼 https://t.co/MFdVT2t0oV,777701909255720960,0
468,,kayla_bear31,"For a whole host of reasons, but especially for the way he said ""VEEP!!"" #Emmys",777701909201379328,1
469,,ciarlok7,#Emmys #EmmyForMaslany @OrphanBlack @tatianamaslany https://t.co/BA4rDuqaXw,777701909356347392,0
470,,srgoes,MELHOR SÉRIE Cômica = -VEEP - É UMA COMEDIA MESMO... #Emmys,777701909473927168,1
471,,smallbrownring,Not funny. Sad. https://t.co/19Jr8f6gbu,777701909020938240,0
472,,enchantado,nunca ouvi falar https://t.co/MJDWRUIGgf,777701909117464577,0
473,,opsletz,"APRECIEM 
#Emmys #EMMYFORMASLANY https://t.co/GkJpeSU46V",777701909025161216,0
474,,pridepaulson,Sobre as vitórias de Sarah Paulson e Tatiana Maslany #Emmys https://t.co/LNsFWwVUJF,777701908786061313,0
475,,sarahstweets85,Silicon Valley is still a winner in my book. @nottjmiller @Middleditch @kumailn @MartinStarr #ZachWoods #Emmys,777701909582970880,0
476,,aquariusluv17,Yes @VeepHBO #comedyseries #Emmys https://t.co/bcbgYIGyQ1,777701908509327360,0
477,,All_Screens,Llegamos a los premios talla XXXL y el primero es para #Veep en Mejor Comedia! #Emmys https://t.co/QtHMMBSDTe,777701908576337920,0
478,,lostthenumbers,Love you @DavidHMandel! Congratulations! #Veep #Emmys @VeepHBO @HBO,777701910878965760,1
479,,toitv,"Lead actor in a drama series: Rami Malek wins for 'Mr. Robot'
#Emmys
#Emmys2016
https://t.co/1fph8l6VJZ https://t.co/joZPArlJMx",777701909775777792,0
480,,bagasfriansyah,"Veep ngalahin SV, belom sempet nonton sampe sekarang. :( #Emmys",777701912997015552,1
481,,tv_bent,LOL. Silicon Valley is a funny show. https://t.co/hztRIY4Q7y,777701912858628096,0
482,,Fabray94,Festa amanhã no Clone Club 🎉🎊🎇🎆✨✨✨✨ #Emmys #EmmyForMaslany,777701913244659712,0
483,,geraldobah,Careful JLD!!! #Emmys,777701913571823616,0
484,,AlanYudman,Great win... One of the three best shows on TV! https://t.co/stHMOpSXNi,777701913416523778,0
485,,redtuIips,romi kkkkkkk #emmys https://t.co/6DJ4dHIrS6,777701913416663040,0
486,,perfectftzjm,"#EmmysPorWarner #Emmys
Game Of Thrones
#GameOfThrones 
@GameOfThrones",777701913836085248,0
487,,alienminutepod,"Hey, @MissionLogPod. We thought you should know about this. https://t.co/sK7pE7lI95",777701914049810433,0
488,,DrSpectra,WOOOO HOOOO. So well deserved https://t.co/BxLYdW4QpI,777701914284744704,0
489,,itssamarag,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/t67DadG981,777701916889473024,0
490,,melodysimpson,Yoooooooooo https://t.co/xBK5ZMQt6y,777701917032062976,0
491,,TredingGifs,"#emmys, emmys 2016, tatiana maslany, emmy awards, thank you so much https://t.co/zFy0F4sxdw https://t.co/sw5vRPqnzL",777701915480186881,0
492,,BlackSheep_UF,When you have an 8am class tomorrow but you gotta watch the #Emmys https://t.co/SkrEcgw8rv,777701916482555904,0
493,,BaabsCrl,Lembrando q amanhã é segunda... #Emmys,777701917371797504,1
494,,isabellaruizs,KIMMY SMIDCHTSHEKRNWUAJEHWK AGORA VEEEM #Emmys QUE EU E A @badgurltete VAMOS MARATORNAR JUNTAS SE ROLAR ESSA PREMIAÇÃO,777701917283713024,0
495,,DreamOfOpinions,Veep wins best Comedy!!!#Emmys,777701917359116288,1
496,,asylusm,"queria que fosse black-ish, unbreakable ou modern family, to triste #Emmys",777701917447352320,1
497,,elalexgoncalves,"La carrera de @OfficialJLD es increíble!!!! #Veep again! 

#Emmys",777701917623521280,1
498,,BDLNDSNBHD,ITS ABOUT DAMN TIME YES https://t.co/4iqk01xbpH,777701916902092800,0
499,,jecarlosg,"Eu realmente achei que #GoT ia levar tudo, mas ao que parece ficou com apenas os prêmios técnicos mesmo... #Emmys",777701917963190272,1
500,,Gar_Stiger,"I only stayed with Orphan Black for one season, and even I'm thrilled about Tatiana Maslany's #Emmys win!",777701917736656897,0
